1,32,43,47,46,38
25,60468,60467,60470,30574,60478
33,3935,46694,1138,155,46678
39,170,169,176,175,171
51,316,336,3932,332,3940
70,48566,458,48561,48573,48569
72,48916,48915,48919,48914,46982
118,62440,46877,62442,62451,46908
149,59823,59822,59813,3655,2042
174,45818,45821,56446,17298,2129
197,2522,2523,1242,47608,1231
209,1353,1304,1306,1311,1321
210,1353,1290,1300,1294,1288
220,46704,1386,46690,2973,46679
225,48663,41747,41722,54124,55480
242,444,442,1554,1532,1562
244,50156,1571,1569,1567,1568
248,2593,1597,1601,1598,2605
253,1697,1696,1699,1694,1700
258,1689,1662,1646,1664,1661
278,46584,6635,1810,1797,1795
286,48788,1425,1104,48017,47699
293,48086,1675,1680,1674,47673
316,46605,2010,2009,2005,2786
317,48827,2763,48834,1592,46605
324,1372,1366,2310,1374,2073
376,47396,47392,47397,47395,2499
434,46522,46516,46519,46523,46521
439,2180,2155,2161,2929,2187
443,2939,2932,2933,2171,2929
444,2939,2932,2930,2929,2188
462,46697,46694,46693,46692,46686
487,2949,3220,3212,3211,3219
489,6515,3228,474,472,3225
492,45997,45990,45998,45976,45981
516,1091,3402,1086,3410,3409
532,45986,45985,48036,45992,45971
545,6899,6889,3610,3611,3630
563,1464,47906,47899,47920,47893
564,48811,46608,48812,3772,47671
584,62866,50133,50130,62872,48576
585,49368,49355,49363,49304,50133
645,9244,54345,9241,9245,71391
676,2009,48836,2010,2004,4513
677,3733,46460,5639,3730,3769
718,2636,4811,4806,2635,4810
743,53838,74136,52685,73243,53826
753,2979,5042,5037,5034,5039
755,2983,5053,5051,2968,2984
799,5319,5329,5328,5335,5341
807,35254,5392,52224,35247,5391
852,47770,5637,5636,45903,5615
854,45903,47770,47775,5677,46463
855,47774,47770,45903,5677,47772
935,560,6221,6225,6230,6228
939,47853,45947,47843,47842,47852
954,71666,354,9211,6339,51101
959,45942,6364,46391,45943,31785
971,5181,5195,5178,48122,4547
978,5949,65905,50242,65904,6475
988,46222,46235,6572,6580,6573
989,46235,46222,6585,6580,6581
995,2118,6594,48661,6617,3157
1004,67803,67790,67808,7713,73634
1051,6797,46981,145,5520,161
1052,6630,6641,6626,5035,5041
1057,46195,46196,46183,46192,7014
1074,4326,65282,67788,35318,65285
1078,51033,7178,7182,7172,7183
1079,51033,7178,7183,7177,7172
1116,37850,7423,37851,7407,37837
1118,39311,39312,37381,38205,38198
1135,7506,7554,7556,7571,7576
1136,7506,23681,23690,23694,23716
1139,54253,7600,54551,7619,36939
1144,36949,36950,7632,7616,7619
1145,37209,37217,9088,37207,72552
1146,37209,8642,7632,7611,72552
1147,54351,36950,72552,9044,36949
1148,21754,7661,7655,7684,7678
1149,21783,21754,7661,21774,21784
1150,21774,21754,21773,21762,7660
1151,21776,7678,21774,21783,21775
1171,52079,7804,52072,52056,7817
1176,21114,17829,62106,7838,17809
1180,51634,51633,51642,51628,51643
1181,51634,51633,51642,51640,51643
1182,9114,9081,9082,51633,9036
1183,9081,9114,9036,51634,51642
1217,8274,8121,8275,8267,8270
1231,10340,10373,10337,10380,8219
1232,10359,10379,10380,10337,36589
1235,9987,53621,53643,54870,54472
1237,41166,8254,8233,8260,57252
1238,24500,24516,8247,8250,24515
1248,52149,72260,36727,8328,72358
1249,8879,52149,8371,72260,8341
1259,16230,16248,16259,16247,16239
1265,49805,49823,49744,49743,49771
1282,54850,54858,50486,53822,50452
1285,8049,8051,52686,8064,8050
1292,17552,17546,17584,17562,17542
1293,22802,9070,60709,51531,52485
1338,51696,51671,51672,51713,51670
1339,51696,51672,51671,51713,51670
1346,9179,9024,52495,9178,9175
1347,9179,9024,9166,52483,9178
1348,9179,7859,52485,52471,9165
1349,9179,52485,9166,10142,9175
1350,9179,51645,9175,9178,9166
1351,9179,7607,9175,7595,10142
1352,10142,10150,10165,10161,7620
1353,9179,9166,51644,9178,51645
