1,32,43,44,45,47
25,60478,60477,60453,60461,60468
33,3935,46678,1138,46694,46697
39,169,170,176,175,145
51,316,336,3940,6802,332
72,48924,48914,48919,48916,48915
89,46222,46090,46093,6586,540
116,46000,759,752,751,743
118,62440,46877,62434,62442,62451
149,59823,59822,59813,59817,3655
174,56446,2129,45992,45976,2122
197,2523,2522,2541,1231,1221
210,1353,1294,1300,1290,1293
220,46704,2973,31370,2974,1386
225,55480,41747,41722,3233,48663
243,48927,5508,436,459,5517
244,50156,1567,1547,1571,50157
253,1697,1696,1694,1699,1691
278,6635,65855,65852,1796,1797
286,5604,48788,1425,48017,2848
293,1674,49083,1671,4751,1680
316,46605,2010,2763,2786,2778
317,2763,46605,2780,2019,1590
324,1372,2065,1366,1369,2310
385,3086,3080,3085,3074,3075
417,2009,2764,2775,2774,2010
434,46523,46522,46516,46519,46521
439,2161,2180,2155,2162,2187
443,2932,2933,2171,2155,2939
444,2939,2932,2167,2929,2955
462,46697,46694,46692,6799,46696
489,90,3228,3224,3225,477
492,45997,3245,3235,45990,45992
516,1086,3410,3402,4101,1091
532,48028,45986,48036,5598,45992
563,47906,47905,47904,1464,47891
564,48812,48811,46611,47671,3727
584,48576,62866,48379,50165,3858
585,49363,49355,49335,49371,49304
616,2240,2239,6498,2246,2238
676,2009,2010,48836,48829,2004
677,3733,46460,3773,5607,48813
718,2636,4811,4794,4806,47328
743,53838,73243,73238,74136,54852
757,4188,5059,4176,5060,4172
799,5319,5329,2749,5335,5325
807,35254,35247,35255,52224,5392
852,47774,5636,45903,5622,5637
853,47771,5677,5613,5673,47770
854,45903,5613,5614,47771,47770
855,47774,47770,5637,5677,5616
863,2123,5756,5751,5757,5752
939,47853,47001,47843,45947,45967
954,57,6352,6339,6347,6345
971,59514,48120,5178,5195,48446
978,5949,65905,65904,65903,6475
989,46235,6572,46222,6585,6580
1003,67803,6684,67794,67791,57339
1004,67803,67790,67808,57339,6559
1051,45989,46975,1097,145,48042
1052,3256,6631,6640,5047,6626
1057,46195,46196,46183,46192,46184
1074,35318,266,275,284,4326
1078,51033,7183,7177,7178,7172
1079,51033,7177,7183,7178,7172
1116,37851,37849,7407,37850,37848
1118,39311,38198,38205,38201,39312
1135,7506,7554,7571,23696,7555
1136,7506,23690,23681,7554,23694
1139,10343,50136,50181,54471,50190
1145,72551,37209,53557,37217,53558
1146,74488,60946,7632,74495,9062
1147,74495,60946,74488,9044,10358
1148,21754,7655,7684,7673,7678
1150,21774,7660,21754,21773,21735
1151,21776,7661,21783,7678,21735
1171,52079,7804,52072,52056,7817
1172,52079,7804,52056,52072,52061
1173,52079,7804,52056,52072,7817
1180,10538,51634,51642,51643,51628
1181,10538,51642,51634,54101,51640
1182,9036,9114,9081,51634,9067
1183,51634,9036,51642,51636,9114
1217,8274,8267,8270,8266,8268
1231,53393,10337,74626,10340,10373
1232,10359,10380,10379,10373,10358
1235,54481,54350,54474,54475,53643
1237,21226,57252,57142,8233,8258
1248,52149,72260,8331,72358,8353
1259,16248,16230,16247,16259,16257
1265,49744,49743,49823,49824,49805
1282,54850,54858,54847,50452,54846
1285,19395,52686,57224,52667,8050
1292,17552,17562,17584,17546,17563
1293,8631,9014,54134,8639,9179
1338,51671,51696,51670,51672,51713
1339,51696,51672,51671,51670,51713
1346,9179,52495,9024,52471,43940
1347,9179,52471,9024,52485,7602
1348,9179,52485,52471,9092,9024
1349,9179,52485,52471,7865,9175
1350,9179,51645,9178,9165,9166
1351,9179,7607,7595,52471,10142
1352,10142,7620,10161,10150,9073
1353,9179,9064,9092,51550,9024
1354,30997,9179,37539,7626,9178
1357,9179,30997,9166,53401,9178
1358,52471,9179,52485,30997,52490
1367,9083,9170,9171,9023,9065
1368,60721,9175,9178,9166,60656
1378,54341,54296,54333,9242,54318
1392,51832,51817,9357,51828,9339
1398,9108,9381,9388,9395,9389
1409,53331,53302,53337,53338,53315
1427,9479,9571,9577,9572,9546
1439,32435,9643,32459,54676,54678
1441,54087,54479,54083,54082,38188
1466,19627,9945,3061,3064,9867
1472,53555,9843,9963,9948,53552
1496,44737,16535,44746,10088,43468
1516,10380,10337,10379,10336,10339
1528,54787,39045,72559,54255,54368
1530,8216,54741,54488,7871,54481
1543,10405,10439,10422,10433,10420
1544,10405,10439,10436,10422,10421
1563,54494,10569,10563,10564,10565
1578,13640,10632,10647,10630,10646
1637,76944,76927,11086,11076,11101
1646,59981,56643,56637,59980,59984
1647,59073,59078,56645,59074,59079
1648,56643,55322,55708,55477,56633
1649,55322,56637,56648,55708,56633
1650,58254,56633,58301,56637,59080
1672,13236,11342,13231,13219,11321
1673,13236,11342,13231,60137,11321
1721,11733,11728,10643,11732,19982
1733,44933,11183,11157,81970,19789
1767,16719,16708,11987,11983,11984
1770,16719,11987,11988,16708,11984
1771,16719,16708,11987,16679,11984
1787,80999,19501,22086,10667,22105
1801,63073,12211,56811,12210,12232
1946,14994,14993,19965,13238,13213
1954,12611,12610,12628,15168,15176
1961,15399,15395,15462,15457,44963
1962,79331,79335,78159,79321,79334
1992,79432,13535,79431,13540,14249
2019,16576,16538,16597,16555,16570
2056,13644,13646,14016,14024,13645
2103,59819,15224,79327,15353,79332
2126,14464,14480,14485,14482,14465
2127,14464,14480,14482,14465,14483
2191,11178,11157,11158,11166,11185
2224,15094,15078,15088,15079,15084
2265,10679,10709,10718,10678,10685
2281,42183,42227,42212,14988,42229
2315,22072,80875,22101,79718,22085
2359,14202,14209,14210,21867,77768
2372,21307,16016,16022,21294,21310
2374,21287,16022,16042,16041,16016
2376,21307,21295,21299,16022,21315
2378,16012,16118,16117,16011,16037
2394,10092,61071,61074,16192,16193
2455,11971,11997,12004,12011,11998
2456,12004,16713,11998,12003,12011
2469,81442,81443,81440,81453,81452
2490,17036,16959,16961,16955,16967
2499,16953,16936,16959,16944,16969
2502,15411,16897,63892,17056,16926
2504,16962,17061,17021,17032,17026
2505,38902,73831,23840,23860,11866
2530,7623,17249,14275,18032,14253
2534,62108,62107,62098,62097,62124
2537,61283,61316,61304,61303,58300
2539,24733,24745,24747,24760,24748
2565,20356,20388,20384,20375,20389
2573,16296,22287,22269,22299,22272
2574,16297,10495,61678,10356,51786
2600,63018,18884,18872,18566,17750
2601,63018,18871,18884,22594,17741
2604,21714,21694,21693,21726,21628
2605,54417,54415,54438,54418,54441
2606,21306,19214,19206,17849,20606
2621,19329,19266,16049,18010,19311
2622,60499,17324,60522,17312,17311
2627,18554,18555,18536,18532,18540
2628,18577,18555,16850,44358,44365
2643,17095,17096,17075,82061,17111
2645,18618,19280,17279,18118,19265
2660,21155,23099,23101,21192,23089
2689,49523,49525,49531,49524,49530
2698,61670,9525,9504,9514,9480
2710,50570,10286,50566,10332,10333
2713,18580,21441,21448,21457,21451
2716,10332,18634,18676,10333,18633
2717,63877,18640,18695,18631,18653
2733,22127,62521,18884,18871,40386
2748,19095,18992,18991,19043,19013
2767,13591,19150,19137,19151,19141
2768,13591,19150,19151,19137,19136
2776,17807,14226,19211,21369,17806
2788,19656,17542,19287,22610,19709
2800,8234,19349,19401,19333,19386
2804,61635,22261,62017,21353,16291
2807,16375,19466,16357,22426,16367
2808,16375,16357,16371,16367,19466
2830,36720,36761,36712,36814,36815
2837,54730,7194,19676,54736,54740
2838,54255,10330,10327,51743,51978
2839,22653,19265,19268,19714,19709
2848,20652,62467,19789,62457,18862
2851,22597,22605,22598,16283,22827
2856,19809,19852,19844,19846,19847
2857,19809,19852,19846,19847,19829
2879,63859,20117,20102,63852,63864
2881,63833,20056,63858,63864,20084
2910,16517,16487,20325,16510,20313
2919,22158,16292,16293,24776,16287
2920,16292,22158,16293,20396,16290
2921,16293,20375,20376,20396,20383
2922,16293,20396,20376,20378,24776
2923,22158,16293,24776,16292,20375
2924,16293,16292,24776,22158,16287
2925,20324,20422,20411,20417,20409
2947,20597,21672,21629,20598,20606
2954,62140,20615,20636,20614,62141
2956,22151,20661,15393,22159,20655
2957,80091,44924,75807,75814,20649
2981,19474,19477,62158,20843,19460
2982,62158,20840,19493,19501,19490
2983,62158,20843,20840,62163,62162
3026,20596,23981,21334,18265,24817
3027,21830,21833,21823,21834,21809
3029,11582,11581,11567,11566,11572
3043,21335,17153,24724,22840,21351
3044,21335,14282,14275,17825,41623
3045,15383,22756,22053,21349,41623
3046,17326,17308,21360,17322,17318
3047,16016,16029,16015,21292,21316
3048,16016,16015,16029,16040,16039
3052,24253,24262,20576,24260,24258
3053,22362,22368,22499,22502,22370
3056,41623,41630,16842,16551,80058
3057,17161,17144,17146,81575,18577
3090,19843,19847,19858,19829,19848
3095,18138,18139,18106,18084,18105
3107,21637,21696,21690,21697,21704
3114,7668,21733,21791,21734,7661
3122,22152,22160,22159,22151,25023
3141,22045,21978,21945,22044,19968
3142,62048,62034,22003,21999,62038
3144,21114,62116,22020,17829,17281
3145,20343,22036,22021,22020,22023
3146,11381,11395,19982,11390,77986
3147,10637,11390,10647,11381,10652
3149,61925,22052,22048,22040,10179
3156,22122,22125,22116,22136,22130
3161,23901,22127,23902,22136,22112
3206,24027,24043,24042,22471,24039
3207,22352,21507,24835,22471,22315
3218,9514,22556,22746,9519,9504
3219,22467,22566,22579,22582,22570
3226,81601,11546,22610,11810,22639
3234,22363,21456,22361,21019,21038
3235,21792,22298,21502,21508,21507
3253,21620,23671,20346,22846,45623
3254,10373,24724,53866,17802,24722
3255,22879,22180,12131,80126,80137
3256,21313,21306,79867,22866,22486
3257,23095,20998,22866,23094,22729
3258,22856,60425,60424,60428,22322
3267,17164,22075,22076,17148,18550
3272,19408,22999,22992,19411,20740
3277,14958,17773,14956,17774,17787
3279,4089,23025,23024,23031,23032
3302,22566,22574,63741,22582,20137
3303,23099,20663,21156,21155,45420
3330,23401,23440,23439,23423,23442
3331,23324,23363,23341,23364,23354
3359,12993,23648,13005,13000,13003
3367,23665,23689,23679,23680,23697
3375,22014,17846,22010,22034,44666
3435,6557,6549,6548,6556,6536
3453,20757,20725,24344,20748,20713
3463,24567,24566,24558,24564,24560
3477,45840,45842,45841,24564,45843
3483,22057,24589,18545,21506,22038
3493,80856,24778,22158,23189,23229
3496,24034,24035,24036,24041,24039
3497,78414,17906,13858,11038,24762
3510,24771,25181,25182,25165,23789
3515,21874,20596,22363,22359,21873
3518,81240,24813,24809,81241,45188
3591,25284,25286,25300,25812,25293
3594,31484,25318,25319,25320,25326
3596,62274,62283,25318,25320,62270
3600,67322,25345,67305,58979,25348
3604,64918,30364,25402,64915,25398
3621,25543,25535,25534,25528,25544
3625,27619,25547,25548,27621,27625
3626,28717,28332,28722,68000,28735
3640,65867,25678,25671,25648,65884
3650,31916,27599,28155,31945,26437
3651,66963,27341,31924,66954,66975
3654,68076,29743,68077,68085,68063
3655,68081,68085,29736,68070,68079
3669,64915,25367,25368,31565,64914
3702,65191,65189,27923,28758,65190
3705,26469,66413,66422,66419,25466
3713,61330,68933,26154,26144,61343
3723,67060,67067,27787,65447,65454
3724,66252,26198,26211,26209,5631
3733,28781,26246,26249,26250,26243
3745,33486,26318,26324,26331,26325
3768,30786,31979,30811,64583,27288
3837,27406,26890,27405,26895,26896
3872,27128,27134,27133,27148,27149
3874,27149,27148,27133,27134,27128
3877,27111,27139,27150,27132,27131
3880,26536,66909,5190,5196,5189
3895,70978,70975,70988,27279,70977
3924,27585,27533,25666,27512,27497
3929,27485,26530,25828,26775,25517
3932,68811,30707,59916,59917,31090
3933,30707,30697,49347,30625,30683
3934,30699,30642,27592,27586,27594
3936,68847,30984,31257,69145,31107
3938,27692,27618,27620,27619,27625
4046,68246,68518,68134,68253,67942
4047,26384,11819,25729,26403,26392
4050,28372,28361,28362,28371,28364
4072,28493,28516,28512,28502,28503
4075,28493,28515,28518,28516,28511
4096,67690,67669,67687,67681,67684
4097,67690,67681,67669,67684,67687
4105,27216,27218,27223,67486,28955
4119,64015,28654,28650,28508,66954
4120,64015,64011,28650,64014,64028
4122,69371,28234,28828,28836,28829
4137,25848,28935,25845,27922,27915
4138,66516,66530,66544,66541,27472
4139,30167,30172,28947,30175,1570
4173,29183,28130,28125,28123,29384
4213,25645,25664,25652,25634,25658
4227,29758,29764,29759,29756,29757
4240,67951,29646,29636,29637,29644
4241,67951,29646,29642,29636,29644
4292,27421,25510,29979,25493,27932
4308,27936,27937,25510,25512,25493
4316,70519,70536,70537,70531,30150
4317,64082,64090,64074,64092,64079
4322,26182,26194,26187,26183,67147
4330,30237,30226,30221,30219,30218
4331,30252,30241,30246,30253,30247
4340,40243,34428,34426,34429,34427
4343,66017,66016,30299,66002,30302
4365,44297,44305,44335,44267,44336
4370,68609,68605,32328,68670,68621
4391,73680,35245,73686,39772,30629
4402,30797,30796,30732,30814,30794
4407,30534,30532,63215,30919,30551
4411,36702,7631,7642,36604,36949
4431,30778,30982,31001,28261,28262
4432,53401,9096,53400,9095,9036
4433,9178,9095,9175,9096,9043
4442,42835,50511,72487,39372,73680
4444,67144,30701,30689,30731,30640
4449,30647,51776,51788,51773,51772
4459,30989,32056,10142,9101,31262
4462,30993,9096,9095,9101,9112
4463,31918,28266,31375,28267,28238
4464,31292,31282,31281,31234,31279
4465,44004,43994,43889,61505,43978
4466,30989,27603,39710,60604,69365
4486,31281,31398,31392,31282,31295
4507,30925,30939,30927,30946,30940
4508,30925,30940,30926,30946,30942
4521,31953,29721,29708,29716,29718
4537,34783,34780,64061,72224,34784
4538,26253,28760,46130,29951,28757
4540,37070,31775,71621,26015,37071
4544,30361,30362,30360,30379,30377
4550,30370,31881,31891,31848,31786
4565,27612,34897,27624,34896,31996
4567,32000,28245,28303,31993,31957
4570,31069,31103,30731,67144,30688
4575,32346,32397,32300,32416,39398
4585,74243,37478,74216,74275,74222
4587,12058,16294,37379,74426,37908
4611,40889,32338,32281,32413,32280
4612,40889,32281,32280,32413,32323
4616,38490,37048,73595,32360,32493
4621,37975,72865,37444,37449,37450
4624,38490,32474,32464,32300,38500
4629,38729,73323,73324,33635,38748
4638,72674,72881,37394,38355,73765
4639,74399,38185,72674,72669,72732
4640,74122,74160,74130,74131,36864
4646,32628,32632,32629,32631,32635
4647,32628,32629,32631,32632,32635
4652,36570,38193,37450,8659,36599
4660,74342,32684,32711,32726,32721
4662,70256,34301,33866,70157,74459
4689,38506,38486,32891,38480,38481
4690,38506,38486,71926,71924,32894
4692,32914,32911,32915,33084,38487
4713,71219,71220,65660,65643,71227
4714,71219,71220,71227,71225,33030
4725,35543,33449,35540,35544,33461
4728,33120,33122,33121,33136,33133
4729,33121,33120,33122,33123,33133
4730,65813,65824,65825,65848,29724
4732,33148,33149,33153,33154,33156
4734,70166,70165,33173,33172,70163
4740,36096,36109,36099,70349,36102
4745,33230,33229,33224,35877,66570
4746,33230,33224,33968,33228,33335
4748,34417,33288,70601,69582,70600
4782,33115,33454,33452,72834,72849
4803,73316,73317,73322,38744,73315
4806,37268,37265,37264,37269,37275
4817,33719,33718,33702,33713,33703
4821,32959,32963,32960,33702,32964
4822,32960,32959,32964,32963,33703
4834,35816,33797,33798,33793,33504
4840,8934,8956,33811,73145,8949
4841,34564,71477,71929,72828,34563
4852,81062,81060,81059,81061,81066
4854,35662,35658,35656,35652,35655
4861,33714,33710,32959,33718,34769
4883,71254,34083,71251,71252,34078
4898,39059,80084,31927,31936,80073
4910,34268,34260,34255,34269,34253
4917,72591,53219,73041,73034,72589
4918,71655,71651,71656,71652,70627
4922,33447,33454,33456,33118,34332
4924,70164,35320,34594,35326,35537
4927,35208,35207,34379,35206,35209
4953,35820,35815,35821,35811,35814
4994,37676,34818,34803,34800,34808
5002,70112,34858,34868,38843,38845
5008,34213,34221,34217,34215,33194
5025,36430,74598,36427,74593,74584
5100,35377,35398,35396,35389,35378
5104,70269,70271,34890,70263,70272
5112,35428,35466,35460,35467,35461
5113,35428,35460,35461,35466,35467
5153,38036,70471,70472,33400,70322
5198,34490,73185,32921,34765,34377
5204,34309,34310,34312,72860,72861
5220,36114,36150,36145,36146,36149
5221,36114,36147,36146,36148,36145
5231,33799,33795,33096,33800,33788
5265,36470,36471,36457,36451,36454
5266,36471,36470,36451,36457,36442
5267,36444,36445,36452,36458,36464
5268,36444,36445,36458,36452,36464
5269,36444,36445,36449,36443,36456
5270,36444,36449,36445,36452,36458
5287,36843,39314,39318,39325,39320
5288,26010,36593,36603,68928,26023
5289,36569,36594,10373,10339,10380
5294,39370,38741,39367,37665,37663
5308,73186,73187,73188,73189,37535
5309,73677,73654,73671,73673,73655
5310,73655,73670,73671,73664,73673
5323,39793,37567,37513,37539,37538
5324,39315,38493,40989,37435,39316
5330,52798,36896,36855,36856,36898
5336,51994,36950,54796,52007,36949
5338,35353,36940,35344,10293,72559
5346,37492,73020,37022,37491,37486
5350,37066,37065,37068,37074,37076
5373,74498,37212,37218,37213,74510
5377,33637,37264,37265,37258,37270
5378,26292,37275,32875,68518,37258
5379,26307,37275,67950,26291,37268
5384,73009,73006,52083,54257,37480
5385,54257,53625,37303,37485,54259
5396,39870,37378,39872,39871,37383
5403,37442,36572,36575,37433,37454
5404,37443,37446,37451,37442,37445
5405,37441,37433,37454,36572,36578
5406,37441,37433,37454,37445,37451
5407,37451,37472,73735,39079,73719
5410,12058,38511,16294,32059,33962
5413,73198,32459,73178,37560,73668
5416,39791,38188,39793,37537,37534
5417,38188,39793,37537,39791,37535
5418,39791,52564,37534,37537,50573
5420,73193,39793,37537,39794,73196
5421,39791,39793,73193,37534,73196
5429,72895,52026,74248,72937,37621
5432,7669,37635,7676,7654,7677
5438,32737,38421,32736,37678,37677
5439,72828,35349,35335,72861,72869
5441,72824,37693,37684,39301,72837
5442,72882,72824,72842,37709,74363
5454,73196,73185,73193,73192,73179
5461,38149,37833,37839,37830,7418
5467,37857,37877,37889,37883,37878
5468,41546,41577,41539,41529,41578
5469,37864,30578,30580,30597,30592
5471,39105,72844,8177,37262,33623
5472,39132,33577,74357,37909,37910
5473,74357,37910,37909,74364,39080
5476,39147,74909,74929,37915,72434
5484,37433,37454,37987,37442,37984
5486,73330,51971,52013,73320,33635
5489,34780,33701,73767,34774,34773
5497,38000,37997,38041,38053,38057
5498,38000,38041,38053,38057,38056
5501,7418,7407,7415,7423,38142
5502,7418,38143,7423,37824,38142
5505,72048,72054,38124,38146,38114
5506,72048,38105,38104,38138,38100
5507,42908,38122,38128,42872,38121
5508,42878,38122,38121,42848,42863
5510,42908,42909,42872,42871,38122
5513,53215,72702,72667,72573,72699
5516,7690,7691,7695,50551,54656
5517,32664,10380,8221,8215,74378
5520,37506,37513,37568,37523,37515
5521,50992,50964,7400,50973,38189
5523,38215,38111,7418,7423,7422
5524,38215,38111,37824,37826,38110
5525,38908,38907,38265,38266,38274
5545,31597,31595,31572,31586,31587
5546,39308,38196,37691,39274,37690
5547,9133,37677,36637,37665,38741
5558,38477,38813,39136,39114,72536
5560,10266,38493,10267,38505,38507
5565,73839,73836,73817,38560,38564
5566,73836,73837,38558,73844,38560
5567,73839,73869,73866,73870,73836
5588,73301,73302,72448,73337,73306
5590,39131,39146,39130,38732,39132
5593,38743,72419,33576,73353,73316
5616,74651,38511,39302,32160,38814
5626,32872,38969,32861,32860,38970
5628,74278,74264,74225,74281,74265
5629,32560,37458,37427,32465,38967
5630,53677,37299,39003,28424,28426
5631,28426,28424,28425,39003,28422
5632,39620,38993,37398,37418,37988
5633,74017,39015,39021,39048,39047
5634,74017,39037,39036,39021,39047
5638,8862,3765,48810,8859,8863
5652,38732,39131,72419,39150,39130
5673,72842,39322,72882,39298,38168
5674,39322,39298,72837,39297,72823
5677,39365,39370,73538,73537,39088
5681,38741,36728,60498,36712,36761
5682,38741,32065,60497,38431,36728
5692,67708,74877,31059,74863,31058
5711,10148,39604,39603,81759,81813
5713,73996,39630,74005,39626,70365
5719,53050,53709,74704,53098,53072
5720,53050,53098,39648,37363,39658
5721,53050,53709,74704,53072,53098
5723,52755,9733,39672,9734,7780
5725,42838,39736,75618,39746,75619
5726,42838,39712,39746,39736,39692
5737,54453,54449,54451,39776,54443
5740,37538,37568,37499,37517,37506
5750,37380,37385,37375,37377,37388
5757,42722,79722,42723,42701,39971
5763,53901,39962,39958,39963,37070
5764,53901,53911,39958,53904,37064
5765,53901,53911,39958,39967,39964
5766,53911,53901,39965,39964,39958
5768,80056,80815,39968,39970,39983
5770,41474,41472,41470,41473,80688
5771,32474,65194,65189,39993,32467
5778,27666,27664,27663,27667,27681
5781,27666,27667,27664,27663,27681
5782,27666,27681,27664,27667,27663
5787,43558,16651,43559,43554,16660
5804,57220,40243,40274,65356,40227
5828,32238,16110,42742,44828,80124
5836,64794,27031,64512,27642,28057
5843,55567,40538,76128,49039,64713
5844,80866,80814,80863,80813,80879
5847,33139,33123,40653,33138,33122
5893,45530,45482,45508,45515,45483
5900,40853,40819,40818,40824,40803
5911,40490,40491,45617,40480,40495
5912,40490,40506,40491,40480,40477
5914,80391,80369,80332,80372,80374
5962,40447,82010,20029,22549,82014
5967,32111,41507,41508,32112,41509
5977,22059,22039,22038,15451,15389
5978,22059,22038,22039,22060,22045
5979,42162,42174,42474,42175,42612
5981,42793,41651,41652,41431,79862
5990,34263,44608,75934,75927,23319
5994,53243,73404,73445,73407,73478
6003,41632,41619,41635,41620,41839
6004,44986,44971,44987,44934,44948
6005,44948,44986,44971,44949,17548
6007,41031,41845,41839,41047,41844
6008,44971,44948,44986,44936,44126
6009,41423,41877,41862,27468,41462
6017,31386,65327,80071,65340,43461
6040,60987,42088,60988,80091,42097
6044,17097,42138,42147,42135,42134
6053,42963,42921,42931,42922,42968
6056,42963,76536,79212,27936,79197
6057,42963,42196,27936,79197,42931
6091,9970,20044,42499,20024,9953
6093,41452,41453,41412,43210,79308
6106,39316,39315,40961,40198,54669
6135,17477,42752,42772,17495,17492
6169,76930,76928,43096,76920,45635
6171,44700,44699,44701,44702,44688
6172,44700,43069,44701,44688,44699
6179,22546,22549,43125,43134,43128
6181,72671,61270,80261,45491,61307
6184,80529,43165,80170,80512,80154
6185,35340,44702,81734,44669,35341
6186,35341,35340,35351,44078,44702
6187,44923,43212,44924,43769,44916
6189,44923,43180,44924,43769,43205
6198,81247,81252,81257,43645,43699
6204,18555,18536,43314,18535,18582
6280,49883,49868,31362,49867,31374
6290,79398,23947,79401,79404,23964
6293,20042,82027,44071,19327,82026
6303,44194,44211,44183,44187,44160
6304,44202,44203,45565,44209,44146
6305,44203,44202,44209,44151,44132
6306,44194,44211,44129,44124,44130
6307,44194,44129,44211,44178,44203
6308,44203,44202,44209,44151,44132
6309,44203,44202,44209,44151,44132
6356,81587,81594,81599,17730,81583
6363,72410,72382,74446,42260,80994
6364,72410,42268,51896,80994,46880
6367,20247,21792,40445,23241,24773
6371,80347,44678,80329,44667,44716
6375,17816,75287,20689,44698,22012
6376,44650,44651,44697,44696,44676
6378,9786,9778,9764,43807,21929
